# blastn
# Iteration: 0
# Query: 
# RID: 8UM8XD72013
# Database: GPIPE/9606/110/alt_T2T-CHM13v2.0_top_level
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 1859 hits found
Query_7491	NC_060930.1	100.000	17	0	0	5	21	41869851	41869867	0.79	34.2
Query_7491	NC_060930.1	100.000	14	0	0	1	14	39373468	39373481	49	28.2
Query_7491	NC_060930.1	100.000	14	0	0	3	16	72599969	72599956	49	28.2
Query_7491	NC_060930.1	100.000	14	0	0	1	14	103938402	103938389	49	28.2
Query_7491	NC_060930.1	100.000	13	0	0	2	14	6824578	6824566	193	26.3
Query_7491	NC_060930.1	100.000	13	0	0	1	13	21514868	21514880	193	26.3
Query_7491	NC_060930.1	100.000	13	0	0	6	18	25648873	25648861	193	26.3
Query_7491	NC_060930.1	100.000	13	0	0	7	19	37245100	37245088	193	26.3
Query_7491	NC_060930.1	100.000	13	0	0	4	16	38370622	38370610	193	26.3
Query_7491	NC_060930.1	100.000	13	0	0	1	13	42661234	42661246	193	26.3
Query_7491	NC_060930.1	100.000	13	0	0	4	16	62351116	62351128	193	26.3
Query_7491	NC_060930.1	100.000	13	0	0	1	13	67637791	67637779	193	26.3
Query_7491	NC_060930.1	100.000	13	0	0	2	14	79239726	79239714	193	26.3
Query_7491	NC_060930.1	100.000	13	0	0	1	13	85112694	85112706	193	26.3
Query_7491	NC_060930.1	100.000	13	0	0	1	13	90279625	90279613	193	26.3
Query_7491	NC_060930.1	100.000	13	0	0	7	19	137379950	137379962	193	26.3
Query_7491	NC_060930.1	100.000	13	0	0	2	14	139520685	139520697	193	26.3
Query_7491	NC_060930.1	100.000	13	0	0	1	13	150550373	150550385	193	26.3
Query_7491	NC_060930.1	100.000	13	0	0	3	15	155231753	155231765	193	26.3
Query_7491	NC_060930.1	100.000	13	0	0	5	17	160048478	160048490	193	26.3
Query_7491	NC_060930.1	100.000	13	0	0	1	13	163443318	163443306	193	26.3
Query_7491	NC_060930.1	100.000	13	0	0	1	13	167402469	167402457	193	26.3
Query_7491	NC_060930.1	100.000	13	0	0	10	22	167541338	167541326	193	26.3
Query_7491	NC_060930.1	100.000	12	0	0	1	12	8146212	8146223	765	24.3
Query_7491	NC_060930.1	100.000	12	0	0	1	12	9571423	9571434	765	24.3
Query_7491	NC_060930.1	100.000	12	0	0	3	14	10271397	10271408	765	24.3
Query_7491	NC_060930.1	100.000	12	0	0	6	17	10334280	10334291	765	24.3
Query_7491	NC_060930.1	100.000	12	0	0	4	15	15376839	15376828	765	24.3
Query_7491	NC_060930.1	100.000	12	0	0	7	18	17099761	17099750	765	24.3
Query_7491	NC_060930.1	100.000	12	0	0	2	13	20140113	20140102	765	24.3
Query_7491	NC_060930.1	100.000	12	0	0	5	16	23384093	23384104	765	24.3
Query_7491	NC_060930.1	100.000	12	0	0	2	13	23809116	23809105	765	24.3
Query_7491	NC_060930.1	100.000	12	0	0	1	12	27310764	27310753	765	24.3
Query_7491	NC_060930.1	100.000	12	0	0	1	12	33350164	33350175	765	24.3
Query_7491	NC_060930.1	100.000	12	0	0	2	13	33684172	33684183	765	24.3
Query_7491	NC_060930.1	100.000	12	0	0	7	18	33968520	33968509	765	24.3
Query_7491	NC_060930.1	100.000	12	0	0	5	16	36580069	36580080	765	24.3
Query_7491	NC_060930.1	93.750	16	1	0	6	21	38876007	38875992	765	24.3
Query_7491	NC_060930.1	100.000	12	0	0	4	15	39401289	39401300	765	24.3
Query_7491	NC_060930.1	100.000	12	0	0	2	13	40397861	40397872	765	24.3
Query_7491	NC_060930.1	100.000	12	0	0	5	16	40683601	40683612	765	24.3
Query_7491	NC_060930.1	100.000	12	0	0	6	17	44506256	44506245	765	24.3
Query_7491	NC_060930.1	100.000	12	0	0	1	12	46521310	46521321	765	24.3
Query_7491	NC_060930.1	100.000	12	0	0	2	13	47349723	47349712	765	24.3
Query_7491	NC_060930.1	100.000	12	0	0	10	21	49776671	49776682	765	24.3
Query_7491	NC_060930.1	100.000	12	0	0	2	13	50090697	50090686	765	24.3
Query_7491	NC_060930.1	100.000	12	0	0	1	12	51011320	51011331	765	24.3
Query_7491	NC_060930.1	100.000	12	0	0	2	13	53664733	53664744	765	24.3
Query_7491	NC_060930.1	100.000	12	0	0	2	13	65219638	65219627	765	24.3
Query_7491	NC_060930.1	100.000	12	0	0	1	12	65632709	65632698	765	24.3
Query_7491	NC_060930.1	100.000	12	0	0	3	14	70037218	70037207	765	24.3
Query_7491	NC_060930.1	100.000	12	0	0	2	13	72882303	72882314	765	24.3
Query_7491	NC_060930.1	100.000	12	0	0	1	12	79850814	79850803	765	24.3
Query_7491	NC_060930.1	100.000	12	0	0	1	12	85877821	85877832	765	24.3
Query_7491	NC_060930.1	100.000	12	0	0	2	13	88069430	88069419	765	24.3
Query_7491	NC_060930.1	100.000	12	0	0	1	12	91794125	91794114	765	24.3
Query_7491	NC_060930.1	100.000	12	0	0	6	17	96636067	96636056	765	24.3
Query_7491	NC_060930.1	100.000	12	0	0	5	16	100411350	100411339	765	24.3
Query_7491	NC_060930.1	100.000	12	0	0	4	15	105774863	105774874	765	24.3
Query_7491	NC_060930.1	93.750	16	1	0	2	17	106355863	106355878	765	24.3
Query_7491	NC_060930.1	100.000	12	0	0	4	15	106528474	106528463	765	24.3
Query_7491	NC_060930.1	100.000	12	0	0	2	13	107316732	107316743	765	24.3
Query_7491	NC_060930.1	100.000	12	0	0	1	12	109246900	109246889	765	24.3
Query_7491	NC_060930.1	100.000	12	0	0	7	18	109273441	109273452	765	24.3
Query_7491	NC_060930.1	100.000	12	0	0	8	19	115291615	115291604	765	24.3
Query_7491	NC_060930.1	100.000	12	0	0	2	13	122342527	122342538	765	24.3
Query_7491	NC_060930.1	100.000	12	0	0	1	12	122818124	122818135	765	24.3
Query_7491	NC_060930.1	100.000	12	0	0	1	12	123504141	123504152	765	24.3
Query_7491	NC_060930.1	100.000	12	0	0	1	12	125150155	125150166	765	24.3
Query_7491	NC_060930.1	100.000	12	0	0	1	12	125800085	125800096	765	24.3
Query_7491	NC_060930.1	100.000	12	0	0	2	13	128383128	128383117	765	24.3
Query_7491	NC_060930.1	100.000	12	0	0	1	12	149669968	149669957	765	24.3
Query_7491	NC_060930.1	100.000	12	0	0	4	15	157156377	157156366	765	24.3
Query_7491	NC_060930.1	100.000	12	0	0	2	13	158653133	158653144	765	24.3
Query_7491	NC_060930.1	100.000	12	0	0	2	13	158902698	158902709	765	24.3
Query_7491	NC_060930.1	100.000	12	0	0	3	14	159269892	159269881	765	24.3
Query_7491	NC_060930.1	100.000	12	0	0	1	12	163152109	163152098	765	24.3
Query_7491	NC_060930.1	100.000	12	0	0	4	15	167693964	167693953	765	24.3
Query_7491	NC_060930.1	100.000	12	0	0	4	15	168496927	168496938	765	24.3
Query_7491	NC_060930.1	100.000	12	0	0	10	21	169458319	169458330	765	24.3
Query_7491	NC_060930.1	100.000	12	0	0	11	22	170195342	170195353	765	24.3
Query_7491	NC_060930.1	100.000	12	0	0	11	22	170195452	170195463	765	24.3
Query_7491	NC_060930.1	100.000	12	0	0	11	22	170195707	170195718	765	24.3
Query_7491	NC_060930.1	100.000	12	0	0	1	12	171569429	171569440	765	24.3
Query_7491	NC_060933.1	100.000	16	0	0	1	16	148288639	148288654	3.1	32.2
Query_7491	NC_060933.1	100.000	14	0	0	7	20	140926921	140926934	49	28.2
Query_7491	NC_060933.1	100.000	14	0	0	1	14	143892936	143892949	49	28.2
Query_7491	NC_060933.1	100.000	13	0	0	4	16	1681175	1681187	193	26.3
